energy,tempo,danceability,playlist_genre,loudness,liveness,valence,artist,time_signature,speechiness,popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id,duration_min
0.642,179.974,0.745,gaming,-6.257,0.0658,0.226,lil tecca,4,0.287,84,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,We Love You Tecca,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,1lOe9qE0vR9zwWQAOk6CoO,Ransom,2019-08-30,0.0,1I6FpscJIfwf4T56VxGVsB,0,7,131240,0.0204,1lOe9qE0vR9zwWQAOk6CoO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.187333333333333
0.829,139.198,0.476,gaming,-3.806,0.167,0.505,odetari,4,0.0658,84,https://api.spotify.com/v1/tracks/2yR2sziCF4WEs3klW1F38d,spotify:track:2yR2sziCF4WEs3klW1F38d,KEEP UP // FROSTBITE,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2yR2sziCF4WEs3klW1F38d,2yR2sziCF4WEs3klW1F38d,KEEP UP,2024-07-17,0.00916,526xuSD6c45Gb5hH4rN8RY,0,10,133227,0.0172,2yR2sziCF4WEs3klW1F38d,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.22045
0.552,144.941,0.64,gaming,-5.679,0.119,0.112,"future, metro boomin, travis scott, playboi carti",4,0.129,84,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C,spotify:track:28drn6tQo95MRvO0jQEo5C,WE DON'T TRUST YOU,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/28drn6tQo95MRvO0jQEo5C,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0.0,4iqbFIdGOTzXeDtt9owjQn,1,2,228267,0.0215,28drn6tQo95MRvO0jQEo5C,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.80445
0.453,139.943,0.915,gaming,-4.589,0.104,0.287,gunna,4,0.27,84,https://api.spotify.com/v1/tracks/4Na2HfNSr58chvfX69fy36,spotify:track:4Na2HfNSr58chvfX69fy36,One of Wun,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4Na2HfNSr58chvfX69fy36,4Na2HfNSr58chvfX69fy36,one of wun,2024-05-10,0.000163,7g0PJ7VbsOkYTECUFkyNPN,0,10,144000,0.0872,4Na2HfNSr58chvfX69fy36,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.4
0.787,119.996,0.704,gaming,-6.751,0.159,0.31,"hugel, topic, arash, daecolm",4,0.0462,83,https://api.spotify.com/v1/tracks/5nPbKG04fhLkIAjcPFaZq7,spotify:track:5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5nPbKG04fhLkIAjcPFaZq7,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),2024-07-19,0.00538,5MrdEMJrBnauBJsd1nYY00,0,11,214000,0.00926,5nPbKG04fhLkIAjcPFaZq7,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.566666666666667
0.618,126.031,0.853,gaming,-10.833,0.0972,0.32,"lost frequencies, tom odell",4,0.0923,83,https://api.spotify.com/v1/tracks/4MSj19TwYBLgDFj3ddEeco,spotify:track:4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4MSj19TwYBLgDFj3ddEeco,4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),2024-07-19,0.89,4CAe3r1nsTTAjGcWqGZbAr,1,6,145599,0.633,4MSj19TwYBLgDFj3ddEeco,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.42665
0.751,129.994,0.701,gaming,-8.39,0.15,0.22,taylor swift,4,0.0502,83,https://api.spotify.com/v1/tracks/4q5YezDOIPcoLr8R81x9qy,spotify:track:4q5YezDOIPcoLr8R81x9qy,THE TORTURED POETS DEPARTMENT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4q5YezDOIPcoLr8R81x9qy,4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,2024-04-18,0.0,1Mo4aZ8pdj6L1jx8zSwJnt,1,0,218005,0.123,4q5YezDOIPcoLr8R81x9qy,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.6334166666666667
0.957,126.035,0.804,gaming,-5.452,0.114,0.962,charli xcx,4,0.034,83,https://api.spotify.com/v1/tracks/19RybK6XDbAVpcdxSbZL1o,spotify:track:19RybK6XDbAVpcdxSbZL1o,BRAT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/19RybK6XDbAVpcdxSbZL1o,19RybK6XDbAVpcdxSbZL1o,Apple,2024-06-07,0.0174,2lIZef4lzdvZkiiCzvPKj7,1,0,151740,0.125,19RybK6XDbAVpcdxSbZL1o,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.529
0.457,146.04,0.592,gaming,-6.081,0.146,0.225,xxxtentacion,4,0.0603,82,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,?,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,2ZRo7axmMPeSVUvDbGkJah,Hope,2018-03-16,0.000331,2Ti79nwTsont5ZHfdxIzAm,0,9,110886,0.661,2ZRo7axmMPeSVUvDbGkJah,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,1.8481
0.792,100.011,0.687,gaming,-2.749,0.167,0.671,"marshmello, bastille",4,0.0452,82,https://api.spotify.com/v1/tracks/7BqHUALzNBTanL6OvsqmC1,spotify:track:7BqHUALzNBTanL6OvsqmC1,Happier,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7BqHUALzNBTanL6OvsqmC1,7BqHUALzNBTanL6OvsqmC1,Happier,2018-08-17,0.0,2u4Yp2ADTKYPwFSBFL4ffa,1,5,214290,0.191,7BqHUALzNBTanL6OvsqmC1,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.5715
0.676,162.012,0.814,gaming,-4.67,0.119,0.312,"future, metro boomin, kendrick lamar",4,0.231,83,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,spotify:track:2tudvzsrR56uom6smgOcSf,WE DON'T TRUST YOU,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,2tudvzsrR56uom6smgOcSf,Like That,2024-03-22,1.28e-05,4iqbFIdGOTzXeDtt9owjQn,0,11,267707,0.00709,2tudvzsrR56uom6smgOcSf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,4.461783333333333
0.522,89.96,0.755,gaming,-4.368,0.0685,0.925,"post malone, swae lee",4,0.0575,82,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,Hollywood's Bleeding,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,2019-09-06,0.0,4g1ZRSobMefqF6nelkgibi,1,2,157560,0.533,0RiRZpuVRbi7oqRdSMwhQY,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.626
0.622,130.001,0.847,gaming,-6.747,0.285,0.22,gunna,4,0.0903,82,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,a Gift & a Curse,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,fukumean,2023-06-16,0.0,5qmZefgh78fN3jsyPPlvuw,0,1,125040,0.119,4rXLjWdF2ZZpXCVTfWcshS,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.084
0.668,90.969,0.646,gaming,-5.203,0.212,0.64,mark ambor,4,0.0282,82,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,0.0,3PlCMwyq6nuQYtoYproV1o,1,2,148318,0.491,5uQ7de4EWjb3rkcFxyEOpu,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.471966666666667
0.733,172.09,0.625,gaming,-8.757,0.375,0.244,21 savage,4,0.0488,81,https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh,spotify:track:52eIcoLUM25zbQupAZYoFh,american dream,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/52eIcoLUM25zbQupAZYoFh,52eIcoLUM25zbQupAZYoFh,redrum,2024-01-12,0.000983,2RRYaYHY7fIIdvFlvgb5vq,1,2,270698,0.00598,52eIcoLUM25zbQupAZYoFh,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,4.511633333333333
0.642,83.389,0.463,gaming,-4.474,0.0686,0.339,"future, drake, tems",4,0.34,82,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,I NEVER LIKED YOU,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),2022-04-29,0.0,6tE9Dnp2zInFij4jKssysL,1,1,189893,0.314,59nOXPmaKlBfGMDeOVGrIK,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.1648833333333335
0.761,129.963,0.634,gaming,-4.752,0.549,0.785,"marshmello, kane brown",4,0.0472,81,https://api.spotify.com/v1/tracks/4pkb8SbRGeHAvdb87v9rpf,spotify:track:4pkb8SbRGeHAvdb87v9rpf,Miles On It,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4pkb8SbRGeHAvdb87v9rpf,4pkb8SbRGeHAvdb87v9rpf,Miles On It,2024-05-03,0.0,5gWV4yp27HCbXJ1YLe8hQM,1,5,168454,0.00537,4pkb8SbRGeHAvdb87v9rpf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.8075666666666668
0.537,128.009,0.921,gaming,-5.723,0.102,0.711,xxxtentacion,4,0.0804,81,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,?,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,0JP9xo3adEtGSdUEISiszL,Moonlight,2018-03-16,0.00404,2Ti79nwTsont5ZHfdxIzAm,0,9,135090,0.556,0JP9xo3adEtGSdUEISiszL,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.2515
0.745,165.995,0.808,gaming,-5.26,0.292,0.829,"eminem, juice wrld",4,0.342,81,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Music To Be Murdered By,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),2020-01-17,0.0,4otkd9As6YaxxEkIjXPiZ6,0,10,210800,0.145,7FIWs0pqAYbP91WWM0vlTQ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.513333333333333
0.741,120.064,0.771,gaming,-7.132,0.111,0.19,"zerb, the chainsmokers, ink",4,0.0374,81,https://api.spotify.com/v1/tracks/5ZUIPLoTLJZrPQh2kFZEUM,spotify:track:5ZUIPLoTLJZrPQh2kFZEUM,Addicted,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5ZUIPLoTLJZrPQh2kFZEUM,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,2024-03-29,0.000163,7yO1vbedliKtwQ65jAjBQr,0,5,152250,0.0245,5ZUIPLoTLJZrPQh2kFZEUM,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.5375
0.727,130.035,0.887,gaming,-4.318,0.213,0.932,gunna,4,0.135,82,https://api.spotify.com/v1/tracks/6EUcP55GlbmsmCzfL2vxtZ,spotify:track:6EUcP55GlbmsmCzfL2vxtZ,One of Wun,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6EUcP55GlbmsmCzfL2vxtZ,6EUcP55GlbmsmCzfL2vxtZ,on one tonight,2024-05-10,1.16e-06,7g0PJ7VbsOkYTECUFkyNPN,0,4,90760,0.381,6EUcP55GlbmsmCzfL2vxtZ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,1.5126666666666666
0.95,150.019,0.673,gaming,-5.149,0.398,0.563,"dimitri vegas & like mike, tiësto, dido, w&w, dimitri vegas, like mike",4,0.0488,81,https://api.spotify.com/v1/tracks/09CnYHiZ5jGT1wr1TXJ9Zt,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/09CnYHiZ5jGT1wr1TXJ9Zt,09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),2023-12-01,0.0823,1J7XItLnNLegigdh4AjGKN,1,11,140000,0.0229,09CnYHiZ5jGT1wr1TXJ9Zt,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.3333333333333335
0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,charli xcx,4,0.0472,81,https://api.spotify.com/v1/tracks/4w2GLmK2wnioVnb5CPQeex,spotify:track:4w2GLmK2wnioVnb5CPQeex,BRAT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4w2GLmK2wnioVnb5CPQeex,4w2GLmK2wnioVnb5CPQeex,360,2024-06-07,0.244,2lIZef4lzdvZkiiCzvPKj7,1,0,133805,0.646,4w2GLmK2wnioVnb5CPQeex,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.2300833333333334
0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,eminem,4,0.0683,81,https://api.spotify.com/v1/tracks/2HYFX63wP3otVIvopRS99Z,spotify:track:2HYFX63wP3otVIvopRS99Z,Houdini,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2HYFX63wP3otVIvopRS99Z,2HYFX63wP3otVIvopRS99Z,Houdini,2024-05-31,1.88e-06,6Xuu2z00jxRPZei4IJ9neK,0,9,227239,0.0292,2HYFX63wP3otVIvopRS99Z,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.787316666666667
0.646,115.842,0.645,gaming,-8.334,0.074,0.295,ariana grande,4,0.0427,81,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,spotify:track:46kspZSY3aKmwQe7O77fCC,eternal sunshine,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),2024-03-08,3.04e-05,71PfP4E9roOXAudea1aPGw,1,5,228639,0.0615,46kspZSY3aKmwQe7O77fCC,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.81065
0.586,116.971,0.896,gaming,-6.687,0.79,0.642,roddy ricch,4,0.0559,81,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Please Excuse Me for Being Antisocial,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I,The Box,2019-12-06,0.0,52u4anZbHd6UInnmHRFzba,0,10,196653,0.104,0nbXyq5TXYPCO7pr3N8S4I,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.27755
0.558,104.983,0.943,gaming,-4.911,0.0937,0.606,jack harlow,4,0.0568,81,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,spotify:track:4xhsWYTOGcal8zt0J161CU,Lovin On Me,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,4xhsWYTOGcal8zt0J161CU,Lovin On Me,2023-11-10,2.19e-06,6VCO0fDBGbRW8mCEvV95af,1,2,138411,0.0026,4xhsWYTOGcal8zt0J161CU,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.30685
0.75,155.096,0.732,gaming,-6.366,0.109,0.401,lil uzi vert,4,0.231,81,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Luv Is Rage 2,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,2017-08-25,0.0,733e1ZfktLSwj96X5rsMeE,0,11,182707,0.00264,7GX5flRQZVHRAGd6B4TmDO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.0451166666666665
0.764,140.113,0.882,gaming,-5.241,0.119,0.886,"central cee, lil baby",4,0.204,81,https://api.spotify.com/v1/tracks/7iabz12vAuVQYyekFIWJxD,spotify:track:7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7iabz12vAuVQYyekFIWJxD,7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),2024-05-23,0.0,4AzPr5SUpNF553eC1d3aRy,1,11,140733,0.359,7iabz12vAuVQYyekFIWJxD,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.34555
0.632,121.031,0.762,gaming,-8.312,0.18,0.282,"lost frequencies, calum scott",4,0.085,81,https://api.spotify.com/v1/tracks/3mfER4ORePHvN35cbZ3dkV,spotify:track:3mfER4ORePHvN35cbZ3dkV,All Stand Together,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3mfER4ORePHvN35cbZ3dkV,3mfER4ORePHvN35cbZ3dkV,Where Are You Now,2023-11-10,0.000205,6Kk0U3JRoniLtiSjypjEVL,0,6,149067,0.51,3mfER4ORePHvN35cbZ3dkV,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.48445
0.934,127.066,0.417,metal,-3.908,0.132,0.287,system of a down,4,0.119,83,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN,spotify:track:2DlHlPMa4M17kufBvI2lEN,Toxicity,Metal Essentials,https://api.spotify.com/v1/audio-analysis/2DlHlPMa4M17kufBvI2lEN,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,2001-09-04,0.0015,6jWde94ln40epKIQCd8XUh,0,7,210240,0.000278,2DlHlPMa4M17kufBvI2lEN,classic,audio_features,37i9dQZF1DWWOaP4H0w5b0,3.504
0.775,93.431,0.816,hip-hop,-3.323,0.0543,0.527,"dr. dre, snoop dogg",4,0.234,81,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,2001,90s Hip-Hop,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,503OTo2dSqe7qk76rgsbep,Still D.R.E.,1999-11-16,0.00031,7q2B4M5EiBkqrlsNW8lB7N,1,11,270587,0.16,503OTo2dSqe7qk76rgsbep,90s,audio_features,37i9dQZF1DX186v583rmzp,4.509783333333333
0.767,127.361,0.532,rock,-5.509,0.39,0.755,ac/dc,4,0.0574,81,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,Back In Black,80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,1980-07-25,0.000513,6mUdeDZCsExyJLMdAfDuwh,1,7,210173,0.00287,2SiXAy7TuUkycRVbbWDEpo,80s,audio_features,37i9dQZF1DX1spT6G94GFC,3.502883333333333
0.795,112.067,0.645,rock,-12.095,0.104,0.535,tears for fears,4,0.0527,85,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Songs From The Big Chair (Super Deluxe Edition),80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,1985-02-25,0.00389,3myPwaMYjdwhtq0nFgeG6W,1,7,251489,0.347,4RvWPyQ5RL0ao9LPZeSouE,80s,audio_features,37i9dQZF1DX1spT6G94GFC,4.191483333333333
0.373,92.718,0.671,rock,-18.064,0.0481,0.732,toto,4,0.0323,83,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,Toto IV,80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,2374M0fQpWi3dLnB54qaLX,Africa,1982-04-08,8.01e-05,62U7xIHcID94o20Of5ea4D,1,9,295893,0.257,2374M0fQpWi3dLnB54qaLX,80s,audio_features,37i9dQZF1DX1spT6G94GFC,4.93155
0.7,188.386,0.31,rock,-5.678,0.0828,0.763,ac/dc,4,0.047,83,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,1980-07-25,0.00965,6mUdeDZCsExyJLMdAfDuwh,1,9,255493,0.011,08mG3Y1vljYA6bvDt4Wqkj,80s,audio_features,37i9dQZF1DX1spT6G94GFC,4.258216666666667
0.942,148.723,0.527,rock,-5.64,0.188,0.495,bruce springsteen,4,0.0366,82,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,spotify:track:7FwBtcecmlpc1sLySPXeGE,Born In The U.S.A.,80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/7FwBtcecmlpc1sLySPXeGE,7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,1984-06-04,0.0,0PMasrHdpaoIRuHuhHp72O,0,1,241307,0.0115,7FwBtcecmlpc1sLySPXeGE,80s,audio_features,37i9dQZF1DX1spT6G94GFC,4.0217833333333335
0.959,122.805,0.541,rock,-2.947,0.344,0.812,bon jovi,4,0.0505,81,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,Slippery When Wet,80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,0rmGAIH9LNJewFw7nKzZnc,You Give Love A Bad Name,1986-08-16,2.18e-06,0kBfgEilUFCMIQY5IOjG4t,0,0,222707,0.0663,0rmGAIH9LNJewFw7nKzZnc,80s,audio_features,37i9dQZF1DX1spT6G94GFC,3.7117833333333334
0.628,140.053,0.668,k-pop,-4.692,0.0293,0.568,lisa,4,0.046,83,https://api.spotify.com/v1/tracks/6vvPecFTmWxDfEJ6cYT1wa,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,Rockstar,K-Pop Daebak,https://api.spotify.com/v1/audio-analysis/6vvPecFTmWxDfEJ6cYT1wa,6vvPecFTmWxDfEJ6cYT1wa,Rockstar,2024-06-27,0.0,7wIIhHPyaxAHRvdNQQO2G9,1,8,138213,0.129,6vvPecFTmWxDfEJ6cYT1wa,modern,audio_features,1bNuDsel3P60p11Z7vfHMR,2.30355
0.592,157.969,0.521,pop,-7.777,0.122,0.535,"lady gaga, bruno mars",3,0.0304,100,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,Global Top 50,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,0.0,10FLjwfpbxLmW8c25Xyc2N,0,6,251668,0.308,2plbrEY59IikOBgBGLjaoe,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.194466666666667
0.783,149.027,0.777,pop,-4.477,0.355,0.939,"rosé, bruno mars",4,0.26,98,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,Global Top 50,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,5vNRhkKd0yEAg8suGBpjeY,APT.,2024-10-18,0.0,2IYQwwgxgOIn7t3iF6ufFD,0,0,169917,0.0283,5vNRhkKd0yEAg8suGBpjeY,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.83195
0.507,104.978,0.747,pop,-10.171,0.117,0.438,billie eilish,4,0.0358,97,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,Global Top 50,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,2024-05-17,0.0608,7aJuG4TFXa2hmE4z1yxc3n,1,2,210373,0.2,6dOtVTDdiauQNBQEDOtlAB,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.5062166666666665
0.808,108.548,0.554,pop,-4.169,0.159,0.372,gracie abrams,4,0.0368,93,https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad,spotify:track:7ne4VBA60CxGM75vw0EYad,The Secret of Us (Deluxe),Global Top 50,https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad,7ne4VBA60CxGM75vw0EYad,That’s So True,2024-10-18,0.0,0hBRqPYPXhr1RkTDG3n4Mk,1,1,166300,0.214,7ne4VBA60CxGM75vw0EYad,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.7716666666666665
0.756,116.034,0.66,pop,-3.743,0.193,0.838,jimin,4,0.032,92,https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,MUSE,Global Top 50,https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU,7tI8dRuH2Yc6RuoTjxo4dU,Who,2024-07-19,0.0,15XcLhiVMlSOipUddTNDnr,0,0,170888,0.00289,7tI8dRuH2Yc6RuoTjxo4dU,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.848133333333333
0.413,94.938,0.494,pop,-10.432,0.193,0.273,gigi perez,4,0.0254,93,https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j,spotify:track:2262bWmqomIaJXwCRHr13j,Sailor Song,Global Top 50,https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j,2262bWmqomIaJXwCRHr13j,Sailor Song,2024-07-26,6.72e-05,68CN2LzY8MoxO2udy2C22e,1,11,211979,0.682,2262bWmqomIaJXwCRHr13j,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.532983333333333
